time,price
2026-03-03T11:01:35+00:00,1956.51
2026-03-03T11:01:36+00:00,1956.5
2026-03-03T11:01:37+00:00,1956.5
2026-03-03T11:01:38+00:00,1957.81
2026-03-03T11:01:39+00:00,1957.22
2026-03-03T11:01:40+00:00,1957.41
2026-03-03T11:01:41+00:00,1957.49
2026-03-03T11:01:42+00:00,1958.01
2026-03-03T11:01:43+00:00,1958.0
2026-03-03T11:01:44+00:00,1958.01
2026-03-03T11:01:45+00:00,1958.01
2026-03-03T11:01:46+00:00,1958.01
2026-03-03T11:01:47+00:00,1957.71
2026-03-03T11:01:48+00:00,1957.67
2026-03-03T11:01:49+00:00,1957.64
2026-03-03T11:01:50+00:00,1957.63
2026-03-03T11:01:51+00:00,1957.63
2026-03-03T11:01:52+00:00,1957.63
2026-03-03T11:01:53+00:00,1957.99
2026-03-03T11:01:54+00:00,1958.0
2026-03-03T11:01:55+00:00,1958.4
2026-03-03T11:01:56+00:00,1958.29
2026-03-03T11:01:57+00:00,1958.26
2026-03-03T11:01:58+00:00,1958.26
2026-03-03T11:01:59+00:00,1958.26
2026-03-03T11:02:00+00:00,1958.26
2026-03-03T11:02:01+00:00,1958.37
2026-03-03T11:02:04+00:00,1958.6
2026-03-03T11:02:05+00:00,1958.18
2026-03-03T11:02:06+00:00,1958.09
2026-03-03T11:02:07+00:00,1958.01
2026-03-03T11:02:08+00:00,1957.7
2026-03-03T11:02:09+00:00,1957.87
2026-03-03T11:02:10+00:00,1958.01
2026-03-03T11:02:11+00:00,1958.01
2026-03-03T11:02:12+00:00,1958.01
2026-03-03T11:02:14+00:00,1958.01
2026-03-03T11:02:16+00:00,1957.46
2026-03-03T11:02:17+00:00,1957.46
2026-03-03T11:02:18+00:00,1957.58
2026-03-03T11:02:19+00:00,1957.81
2026-03-03T11:02:20+00:00,1958.36
2026-03-03T11:02:21+00:00,1958.56
2026-03-03T11:02:23+00:00,1958.55
2026-03-03T11:02:24+00:00,1958.5
2026-03-03T11:02:25+00:00,1958.44
2026-03-03T11:02:26+00:00,1958.59
2026-03-03T11:02:28+00:00,1958.59
2026-03-03T11:02:30+00:00,1958.58
2026-03-03T11:02:31+00:00,1958.59
2026-03-03T11:02:32+00:00,1958.28
2026-03-03T11:02:33+00:00,1958.29
2026-03-03T11:02:34+00:00,1958.2
2026-03-03T11:02:35+00:00,1958.21
2026-03-03T11:02:36+00:00,1958.21
2026-03-03T11:02:38+00:00,1957.92
2026-03-03T11:02:39+00:00,1958.35
2026-03-03T11:02:40+00:00,1958.5
2026-03-03T11:02:41+00:00,1958.5
2026-03-03T11:02:42+00:00,1958.92
2026-03-03T11:02:43+00:00,1959.13
2026-03-03T11:02:44+00:00,1959.13
2026-03-03T11:02:45+00:00,1959.13
2026-03-03T11:02:46+00:00,1959.18
2026-03-03T11:02:47+00:00,1959.18
2026-03-03T11:02:48+00:00,1959.18
2026-03-03T11:02:49+00:00,1959.23
2026-03-03T11:02:50+00:00,1959.69
2026-03-03T11:02:51+00:00,1959.69
2026-03-03T11:02:52+00:00,1959.7
2026-03-03T11:02:53+00:00,1959.69
2026-03-03T11:02:54+00:00,1960.13
2026-03-03T11:02:55+00:00,1960.13
2026-03-03T11:02:56+00:00,1960.13
2026-03-03T11:02:57+00:00,1960.29
2026-03-03T11:02:58+00:00,1960.13
2026-03-03T11:02:59+00:00,1960.14
2026-03-03T11:03:00+00:00,1960.14
2026-03-03T11:03:01+00:00,1960.41
2026-03-03T11:03:02+00:00,1960.41
2026-03-03T11:03:03+00:00,1960.41
2026-03-03T11:03:04+00:00,1960.41
2026-03-03T11:03:05+00:00,1960.42
2026-03-03T11:03:06+00:00,1960.66
2026-03-03T11:03:07+00:00,1960.51
2026-03-03T11:03:08+00:00,1960.6
2026-03-03T11:03:09+00:00,1960.91
2026-03-03T11:03:10+00:00,1960.71
2026-03-03T11:03:11+00:00,1960.91
2026-03-03T11:03:12+00:00,1960.91
2026-03-03T11:03:13+00:00,1960.91
2026-03-03T11:03:14+00:00,1960.98
2026-03-03T11:03:15+00:00,1960.99
2026-03-03T11:03:16+00:00,1960.99
2026-03-03T11:03:17+00:00,1960.98
2026-03-03T11:03:18+00:00,1960.89
2026-03-03T11:03:19+00:00,1960.96
2026-03-03T11:03:20+00:00,1961.6
2026-03-03T11:03:21+00:00,1961.31
2026-03-03T11:03:22+00:00,1961.31
2026-03-03T11:03:23+00:00,1961.32
2026-03-03T11:03:24+00:00,1961.31
2026-03-03T11:03:25+00:00,1961.32
2026-03-03T11:03:26+00:00,1961.32
2026-03-03T11:03:27+00:00,1961.36
2026-03-03T11:03:28+00:00,1961.37
2026-03-03T11:03:29+00:00,1961.49
2026-03-03T11:03:30+00:00,1961.79
2026-03-03T11:03:31+00:00,1961.78
2026-03-03T11:03:34+00:00,1961.79
2026-03-03T11:03:38+00:00,1961.84
2026-03-03T11:03:39+00:00,1961.84
2026-03-03T11:03:40+00:00,1961.84
2026-03-03T11:03:41+00:00,1961.84
2026-03-03T11:03:42+00:00,1961.61
2026-03-03T11:03:43+00:00,1961.61
2026-03-03T11:03:44+00:00,1961.6
2026-03-03T11:03:45+00:00,1961.61
2026-03-03T11:03:46+00:00,1961.38
2026-03-03T11:03:47+00:00,1961.38
2026-03-03T11:03:48+00:00,1961.38
2026-03-03T11:03:49+00:00,1961.31
2026-03-03T11:03:50+00:00,1961.01
2026-03-03T11:03:51+00:00,1961.01
2026-03-03T11:03:52+00:00,1961.0
2026-03-03T11:03:53+00:00,1960.97
2026-03-03T11:03:54+00:00,1960.92
2026-03-03T11:03:55+00:00,1960.66
2026-03-03T11:03:56+00:00,1960.42
2026-03-03T11:03:57+00:00,1960.42
2026-03-03T11:03:58+00:00,1960.63
2026-03-03T11:03:59+00:00,1960.64
2026-03-03T11:04:00+00:00,1960.64
2026-03-03T11:04:01+00:00,1960.42
2026-03-03T11:04:02+00:00,1960.42
2026-03-03T11:04:03+00:00,1960.43
2026-03-03T11:04:05+00:00,1960.71
2026-03-03T11:04:06+00:00,1960.53
2026-03-03T11:04:07+00:00,1960.09
2026-03-03T11:04:08+00:00,1960.09
2026-03-03T11:04:09+00:00,1960.09
2026-03-03T11:04:10+00:00,1960.01
2026-03-03T11:04:11+00:00,1960.0
2026-03-03T11:04:12+00:00,1960.17
2026-03-03T11:04:13+00:00,1961.05
2026-03-03T11:04:14+00:00,1961.05
2026-03-03T11:04:15+00:00,1961.05
2026-03-03T11:04:16+00:00,1961.06
2026-03-03T11:04:17+00:00,1961.05
2026-03-03T11:04:18+00:00,1961.0
2026-03-03T11:04:20+00:00,1960.97
2026-03-03T11:04:21+00:00,1960.97
2026-03-03T11:04:22+00:00,1960.8
2026-03-03T11:04:23+00:00,1960.8
2026-03-03T11:04:24+00:00,1960.8
2026-03-03T11:04:25+00:00,1960.44
2026-03-03T11:04:26+00:00,1960.46
2026-03-03T11:04:27+00:00,1960.46
2026-03-03T11:04:28+00:00,1960.36
2026-03-03T11:04:29+00:00,1960.45
2026-03-03T11:04:30+00:00,1960.46
2026-03-03T11:04:31+00:00,1960.46
2026-03-03T11:04:33+00:00,1960.16
2026-03-03T11:04:34+00:00,1960.01
2026-03-03T11:04:35+00:00,1960.4
2026-03-03T11:04:36+00:00,1960.4
2026-03-03T11:04:37+00:00,1960.18
2026-03-03T11:04:38+00:00,1960.18
2026-03-03T11:04:39+00:00,1960.22
2026-03-03T11:04:40+00:00,1960.66
2026-03-03T11:04:41+00:00,1960.66
2026-03-03T11:04:42+00:00,1960.96
2026-03-03T11:04:43+00:00,1960.96
2026-03-03T11:04:44+00:00,1960.96
2026-03-03T11:04:45+00:00,1960.97
2026-03-03T11:04:46+00:00,1961.13
2026-03-03T11:04:47+00:00,1961.28
2026-03-03T11:04:48+00:00,1961.35
2026-03-03T11:04:49+00:00,1961.43
2026-03-03T11:04:50+00:00,1961.65
2026-03-03T11:04:51+00:00,1961.96
2026-03-03T11:04:52+00:00,1961.96
2026-03-03T11:04:53+00:00,1961.73
2026-03-03T11:04:54+00:00,1961.73
2026-03-03T11:04:55+00:00,1961.73
2026-03-03T11:04:56+00:00,1961.65
2026-03-03T11:04:57+00:00,1961.15
2026-03-03T11:04:58+00:00,1960.93
2026-03-03T11:04:59+00:00,1960.93
2026-03-03T11:05:00+00:00,1960.72
2026-03-03T11:05:01+00:00,1960.68
2026-03-03T11:05:02+00:00,1960.47
2026-03-03T11:05:03+00:00,1960.46
2026-03-03T11:05:04+00:00,1960.17
2026-03-03T11:05:05+00:00,1960.17
2026-03-03T11:05:06+00:00,1960.16
2026-03-03T11:05:07+00:00,1959.67
2026-03-03T11:05:08+00:00,1959.56
2026-03-03T11:05:09+00:00,1959.5
2026-03-03T11:05:10+00:00,1959.31
2026-03-03T11:05:11+00:00,1959.3
2026-03-03T11:05:12+00:00,1959.31
2026-03-03T11:05:13+00:00,1959.31
2026-03-03T11:05:14+00:00,1959.31
2026-03-03T11:05:15+00:00,1959.56
2026-03-03T11:05:16+00:00,1959.55
2026-03-03T11:05:17+00:00,1959.18
2026-03-03T11:05:18+00:00,1959.33
2026-03-03T11:05:19+00:00,1959.26
2026-03-03T11:05:20+00:00,1959.14
2026-03-03T11:05:21+00:00,1959.07
2026-03-03T11:05:22+00:00,1959.06
2026-03-03T11:05:23+00:00,1959.16
2026-03-03T11:05:24+00:00,1959.16
2026-03-03T11:05:25+00:00,1959.33
2026-03-03T11:05:26+00:00,1959.41
2026-03-03T11:05:27+00:00,1959.46
2026-03-03T11:05:28+00:00,1959.47
2026-03-03T11:05:29+00:00,1959.46
2026-03-03T11:05:30+00:00,1959.47
2026-03-03T11:05:31+00:00,1959.47
2026-03-03T11:05:32+00:00,1959.32
2026-03-03T11:05:33+00:00,1959.32
2026-03-03T11:05:34+00:00,1959.67
2026-03-03T11:05:35+00:00,1959.42
2026-03-03T11:05:36+00:00,1959.55
2026-03-03T11:05:37+00:00,1959.68
2026-03-03T11:05:38+00:00,1959.67
2026-03-03T11:05:39+00:00,1959.67
2026-03-03T11:05:40+00:00,1959.4
2026-03-03T11:05:42+00:00,1959.27
2026-03-03T11:05:43+00:00,1959.14
2026-03-03T11:05:44+00:00,1959.13
2026-03-03T11:05:45+00:00,1959.13
2026-03-03T11:05:47+00:00,1959.13
2026-03-03T11:05:49+00:00,1959.13
2026-03-03T11:05:50+00:00,1959.14
2026-03-03T11:05:52+00:00,1959.14
2026-03-03T11:05:53+00:00,1959.13
2026-03-03T11:05:54+00:00,1959.55
2026-03-03T11:05:55+00:00,1959.54
2026-03-03T11:05:56+00:00,1959.54
2026-03-03T11:05:57+00:00,1959.55
2026-03-03T11:05:58+00:00,1959.55
2026-03-03T11:05:59+00:00,1959.55
2026-03-03T11:06:00+00:00,1959.54
2026-03-03T11:06:01+00:00,1959.55
2026-03-03T11:06:02+00:00,1959.13
2026-03-03T11:06:03+00:00,1958.78
2026-03-03T11:06:04+00:00,1958.58
2026-03-03T11:06:05+00:00,1958.46
2026-03-03T11:06:06+00:00,1958.47
2026-03-03T11:06:07+00:00,1958.46
2026-03-03T11:06:08+00:00,1958.46
2026-03-03T11:06:09+00:00,1958.46
2026-03-03T11:06:10+00:00,1958.6
2026-03-03T11:06:12+00:00,1958.99
2026-03-03T11:06:13+00:00,1958.99
2026-03-03T11:06:14+00:00,1958.98
2026-03-03T11:06:15+00:00,1958.99
2026-03-03T11:06:16+00:00,1959.23
2026-03-03T11:06:17+00:00,1959.23
2026-03-03T11:06:18+00:00,1959.14
2026-03-03T11:06:19+00:00,1959.14
2026-03-03T11:06:20+00:00,1959.16
2026-03-03T11:06:21+00:00,1959.55
2026-03-03T11:06:22+00:00,1959.55
2026-03-03T11:06:23+00:00,1959.54
2026-03-03T11:06:24+00:00,1959.64
2026-03-03T11:06:25+00:00,1959.64
2026-03-03T11:06:26+00:00,1959.65
2026-03-03T11:06:27+00:00,1959.68
2026-03-03T11:06:28+00:00,1959.68
2026-03-03T11:06:29+00:00,1959.67
2026-03-03T11:06:30+00:00,1959.99
2026-03-03T11:06:31+00:00,1959.99
2026-03-03T11:06:32+00:00,1960.05
2026-03-03T11:06:33+00:00,1960.05
2026-03-03T11:06:34+00:00,1960.28
2026-03-03T11:06:35+00:00,1960.28
2026-03-03T11:06:36+00:00,1960.27
2026-03-03T11:06:37+00:00,1960.28
2026-03-03T11:06:38+00:00,1960.28
2026-03-03T11:06:39+00:00,1960.06
2026-03-03T11:06:40+00:00,1959.74
2026-03-03T11:06:41+00:00,1959.72
2026-03-03T11:06:42+00:00,1959.72
2026-03-03T11:06:43+00:00,1959.5
2026-03-03T11:06:44+00:00,1959.23
2026-03-03T11:06:45+00:00,1959.14
2026-03-03T11:06:46+00:00,1959.13
2026-03-03T11:06:47+00:00,1959.14
2026-03-03T11:06:48+00:00,1959.14
2026-03-03T11:06:49+00:00,1959.13
2026-03-03T11:06:50+00:00,1958.83
2026-03-03T11:06:51+00:00,1958.92
2026-03-03T11:06:52+00:00,1959.24
2026-03-03T11:06:53+00:00,1959.24
2026-03-03T11:06:54+00:00,1959.36
2026-03-03T11:06:55+00:00,1959.36
2026-03-03T11:06:56+00:00,1959.45
2026-03-03T11:06:57+00:00,1959.45
2026-03-03T11:06:58+00:00,1959.46
2026-03-03T11:06:59+00:00,1959.46
2026-03-03T11:07:00+00:00,1959.46
2026-03-03T11:07:01+00:00,1958.92
2026-03-03T11:07:02+00:00,1958.93
2026-03-03T11:07:03+00:00,1958.93
2026-03-03T11:07:04+00:00,1958.93
2026-03-03T11:07:05+00:00,1958.93
2026-03-03T11:07:06+00:00,1958.79
2026-03-03T11:07:07+00:00,1958.79
2026-03-03T11:07:08+00:00,1959.12
2026-03-03T11:07:09+00:00,1959.01
2026-03-03T11:07:10+00:00,1959.0
2026-03-03T11:07:11+00:00,1959.0
2026-03-03T11:07:12+00:00,1959.38
2026-03-03T11:07:13+00:00,1959.38
2026-03-03T11:07:14+00:00,1959.01
2026-03-03T11:07:15+00:00,1959.01
2026-03-03T11:07:16+00:00,1959.19
2026-03-03T11:07:17+00:00,1959.19
2026-03-03T11:07:18+00:00,1959.19
2026-03-03T11:07:19+00:00,1959.04
2026-03-03T11:07:20+00:00,1959.04
2026-03-03T11:07:21+00:00,1959.04
2026-03-03T11:07:22+00:00,1959.04
2026-03-03T11:07:23+00:00,1958.95
2026-03-03T11:07:24+00:00,1958.95
2026-03-03T11:07:25+00:00,1958.95
2026-03-03T11:07:26+00:00,1959.17
2026-03-03T11:07:27+00:00,1959.18
2026-03-03T11:07:28+00:00,1959.17
2026-03-03T11:07:29+00:00,1959.17
2026-03-03T11:07:30+00:00,1959.17
2026-03-03T11:07:31+00:00,1959.08
2026-03-03T11:07:32+00:00,1959.08
2026-03-03T11:07:33+00:00,1958.9
2026-03-03T11:07:34+00:00,1958.47
2026-03-03T11:07:35+00:00,1958.15
2026-03-03T11:07:36+00:00,1958.01
2026-03-03T11:07:37+00:00,1958.02
2026-03-03T11:07:38+00:00,1957.8
2026-03-03T11:07:39+00:00,1957.8
2026-03-03T11:07:40+00:00,1957.81
2026-03-03T11:07:41+00:00,1957.72
2026-03-03T11:07:42+00:00,1957.96
2026-03-03T11:07:43+00:00,1957.96
2026-03-03T11:07:44+00:00,1957.96
2026-03-03T11:07:45+00:00,1957.96
2026-03-03T11:07:46+00:00,1957.96
2026-03-03T11:07:47+00:00,1957.95
2026-03-03T11:07:48+00:00,1957.95
2026-03-03T11:07:49+00:00,1958.1
2026-03-03T11:07:50+00:00,1958.11
2026-03-03T11:07:51+00:00,1958.1
2026-03-03T11:07:52+00:00,1958.1
2026-03-03T11:07:53+00:00,1958.1
2026-03-03T11:07:54+00:00,1958.11
2026-03-03T11:07:55+00:00,1958.1
2026-03-03T11:07:56+00:00,1958.11
2026-03-03T11:07:57+00:00,1958.11
2026-03-03T11:07:58+00:00,1958.1
2026-03-03T11:07:59+00:00,1958.11
2026-03-03T11:08:00+00:00,1958.57
2026-03-03T11:08:01+00:00,1958.84
2026-03-03T11:08:02+00:00,1959.02
2026-03-03T11:08:03+00:00,1959.07
2026-03-03T11:08:04+00:00,1959.4
2026-03-03T11:08:05+00:00,1959.33
2026-03-03T11:08:06+00:00,1959.33
2026-03-03T11:08:07+00:00,1959.33
2026-03-03T11:08:08+00:00,1959.32
2026-03-03T11:08:09+00:00,1959.75
2026-03-03T11:08:10+00:00,1959.28
2026-03-03T11:08:11+00:00,1958.91
2026-03-03T11:08:12+00:00,1958.7
2026-03-03T11:08:13+00:00,1959.3
2026-03-03T11:08:14+00:00,1959.53
2026-03-03T11:08:15+00:00,1959.68
2026-03-03T11:08:16+00:00,1959.83
2026-03-03T11:08:17+00:00,1959.84
2026-03-03T11:08:18+00:00,1959.01
2026-03-03T11:08:19+00:00,1959.01
2026-03-03T11:08:20+00:00,1959.18
2026-03-03T11:08:21+00:00,1959.19
2026-03-03T11:08:22+00:00,1959.17
2026-03-03T11:08:23+00:00,1958.55
2026-03-03T11:08:24+00:00,1958.45
2026-03-03T11:08:25+00:00,1958.45
2026-03-03T11:08:26+00:00,1958.45
2026-03-03T11:08:27+00:00,1958.44
2026-03-03T11:08:28+00:00,1958.45
2026-03-03T11:08:29+00:00,1958.21
2026-03-03T11:08:30+00:00,1958.21
2026-03-03T11:08:31+00:00,1958.2
2026-03-03T11:08:32+00:00,1958.06
2026-03-03T11:08:33+00:00,1958.06
2026-03-03T11:08:34+00:00,1958.07
2026-03-03T11:08:35+00:00,1958.25
2026-03-03T11:08:36+00:00,1958.44
2026-03-03T11:08:37+00:00,1958.45
2026-03-03T11:08:38+00:00,1958.45
2026-03-03T11:08:39+00:00,1958.81
2026-03-03T11:08:40+00:00,1959.11
2026-03-03T11:08:41+00:00,1958.88
2026-03-03T11:08:42+00:00,1958.54
2026-03-03T11:08:43+00:00,1958.55
2026-03-03T11:08:45+00:00,1958.4
2026-03-03T11:08:46+00:00,1958.09
2026-03-03T11:08:47+00:00,1958.09
2026-03-03T11:08:48+00:00,1958.09
2026-03-03T11:08:49+00:00,1958.09
2026-03-03T11:08:50+00:00,1958.21
2026-03-03T11:08:51+00:00,1958.01
2026-03-03T11:08:52+00:00,1958.0
2026-03-03T11:08:53+00:00,1957.83
2026-03-03T11:08:54+00:00,1957.82
2026-03-03T11:08:55+00:00,1957.58
2026-03-03T11:08:56+00:00,1957.58
2026-03-03T11:08:57+00:00,1957.09
2026-03-03T11:08:58+00:00,1956.98
2026-03-03T11:08:59+00:00,1956.96
2026-03-03T11:09:00+00:00,1956.91
2026-03-03T11:09:01+00:00,1957.44
2026-03-03T11:09:02+00:00,1957.44
2026-03-03T11:09:03+00:00,1957.44
2026-03-03T11:09:04+00:00,1957.8
2026-03-03T11:09:05+00:00,1957.67
2026-03-03T11:09:06+00:00,1957.67
2026-03-03T11:09:07+00:00,1957.78
2026-03-03T11:09:08+00:00,1958.09
2026-03-03T11:09:09+00:00,1958.33
2026-03-03T11:09:10+00:00,1958.33
2026-03-03T11:09:11+00:00,1958.18
2026-03-03T11:09:12+00:00,1957.86
2026-03-03T11:09:13+00:00,1957.94
2026-03-03T11:09:14+00:00,1957.86
2026-03-03T11:09:15+00:00,1957.86
2026-03-03T11:09:16+00:00,1957.86
2026-03-03T11:09:17+00:00,1957.65
2026-03-03T11:09:18+00:00,1957.95
2026-03-03T11:09:19+00:00,1958.52
2026-03-03T11:09:20+00:00,1958.56
2026-03-03T11:09:21+00:00,1958.75
2026-03-03T11:09:22+00:00,1958.87
2026-03-03T11:09:23+00:00,1958.86
2026-03-03T11:09:24+00:00,1958.86
2026-03-03T11:09:25+00:00,1957.71
2026-03-03T11:09:26+00:00,1957.68
2026-03-03T11:09:27+00:00,1957.67
2026-03-03T11:09:28+00:00,1957.89
2026-03-03T11:09:29+00:00,1957.89
2026-03-03T11:09:30+00:00,1958.42
2026-03-03T11:09:31+00:00,1958.11
2026-03-03T11:09:32+00:00,1958.19
2026-03-03T11:09:33+00:00,1958.2
2026-03-03T11:09:34+00:00,1958.2
2026-03-03T11:09:35+00:00,1958.55
2026-03-03T11:09:36+00:00,1958.8
2026-03-03T11:09:37+00:00,1958.53
2026-03-03T11:09:38+00:00,1958.3
2026-03-03T11:09:39+00:00,1958.17
2026-03-03T11:09:40+00:00,1958.17
2026-03-03T11:09:41+00:00,1958.17
2026-03-03T11:09:42+00:00,1958.16
2026-03-03T11:09:43+00:00,1958.22
2026-03-03T11:09:44+00:00,1958.61
2026-03-03T11:09:45+00:00,1958.63
2026-03-03T11:09:46+00:00,1959.69
2026-03-03T11:09:47+00:00,1959.58
2026-03-03T11:09:48+00:00,1960.2
2026-03-03T11:09:49+00:00,1960.2
2026-03-03T11:09:50+00:00,1960.54
2026-03-03T11:09:51+00:00,1960.54
2026-03-03T11:09:52+00:00,1960.34
2026-03-03T11:09:53+00:00,1960.35
2026-03-03T11:09:54+00:00,1960.09
2026-03-03T11:09:55+00:00,1959.84
2026-03-03T11:09:56+00:00,1960.5
2026-03-03T11:09:57+00:00,1960.76
2026-03-03T11:09:58+00:00,1960.9
2026-03-03T11:09:59+00:00,1960.8
2026-03-03T11:10:00+00:00,1960.8
2026-03-03T11:10:01+00:00,1960.2
2026-03-03T11:10:02+00:00,1960.21
2026-03-03T11:10:03+00:00,1959.64
2026-03-03T11:10:04+00:00,1960.48
2026-03-03T11:10:05+00:00,1960.96
2026-03-03T11:10:06+00:00,1960.96
2026-03-03T11:10:07+00:00,1960.76
2026-03-03T11:10:08+00:00,1960.15
2026-03-03T11:10:09+00:00,1959.86
2026-03-03T11:10:10+00:00,1959.86
2026-03-03T11:10:11+00:00,1959.86
2026-03-03T11:10:12+00:00,1959.86
2026-03-03T11:10:13+00:00,1959.87
2026-03-03T11:10:14+00:00,1960.04
2026-03-03T11:10:15+00:00,1960.14
2026-03-03T11:10:16+00:00,1960.36
2026-03-03T11:10:17+00:00,1960.26
2026-03-03T11:10:18+00:00,1960.49
2026-03-03T11:10:19+00:00,1960.49
2026-03-03T11:10:20+00:00,1960.48
2026-03-03T11:10:21+00:00,1960.48
2026-03-03T11:10:22+00:00,1960.48
2026-03-03T11:10:23+00:00,1960.4
2026-03-03T11:10:24+00:00,1960.2
2026-03-03T11:10:25+00:00,1959.72
2026-03-03T11:10:26+00:00,1959.3
2026-03-03T11:10:27+00:00,1959.33
2026-03-03T11:10:28+00:00,1959.67
2026-03-03T11:10:29+00:00,1959.67
2026-03-03T11:10:30+00:00,1959.68
2026-03-03T11:10:31+00:00,1959.68
2026-03-03T11:10:32+00:00,1959.92
2026-03-03T11:10:33+00:00,1959.93
2026-03-03T11:10:34+00:00,1959.92
2026-03-03T11:10:35+00:00,1959.93
2026-03-03T11:10:36+00:00,1960.66
2026-03-03T11:10:37+00:00,1960.66
2026-03-03T11:10:38+00:00,1960.66
2026-03-03T11:10:39+00:00,1960.66
2026-03-03T11:10:40+00:00,1960.66
2026-03-03T11:10:41+00:00,1960.27
2026-03-03T11:10:42+00:00,1960.01
2026-03-03T11:10:43+00:00,1960.24
2026-03-03T11:10:44+00:00,1960.13
2026-03-03T11:10:45+00:00,1960.01
2026-03-03T11:10:46+00:00,1959.94
2026-03-03T11:10:47+00:00,1960.47
2026-03-03T11:10:48+00:00,1960.18
2026-03-03T11:10:49+00:00,1960.41
2026-03-03T11:10:50+00:00,1960.41
2026-03-03T11:10:51+00:00,1960.4
2026-03-03T11:10:52+00:00,1960.32
2026-03-03T11:10:53+00:00,1960.33
2026-03-03T11:10:54+00:00,1960.33
2026-03-03T11:10:55+00:00,1960.24
2026-03-03T11:10:56+00:00,1960.25
2026-03-03T11:10:57+00:00,1960.25
2026-03-03T11:10:58+00:00,1960.27
2026-03-03T11:10:59+00:00,1960.27
2026-03-03T11:11:00+00:00,1960.27
