time,price
2026-03-04T13:01:11+00:00,2054.15
2026-03-04T13:01:12+00:00,2053.98
2026-03-04T13:01:13+00:00,2053.98
2026-03-04T13:01:14+00:00,2054.21
2026-03-04T13:01:16+00:00,2054.21
2026-03-04T13:01:17+00:00,2054.3
2026-03-04T13:01:18+00:00,2054.5
2026-03-04T13:01:19+00:00,2054.07
2026-03-04T13:01:20+00:00,2054.15
2026-03-04T13:01:21+00:00,2054.16
2026-03-04T13:01:22+00:00,2054.15
2026-03-04T13:01:23+00:00,2053.99
2026-03-04T13:01:24+00:00,2053.83
2026-03-04T13:01:25+00:00,2053.83
2026-03-04T13:01:26+00:00,2053.85
2026-03-04T13:01:27+00:00,2053.9
2026-03-04T13:01:28+00:00,2053.9
2026-03-04T13:01:29+00:00,2054.16
2026-03-04T13:01:31+00:00,2054.16
2026-03-04T13:01:32+00:00,2054.72
2026-03-04T13:01:33+00:00,2054.76
2026-03-04T13:01:34+00:00,2054.76
2026-03-04T13:01:35+00:00,2054.76
2026-03-04T13:01:36+00:00,2054.76
2026-03-04T13:01:37+00:00,2054.77
2026-03-04T13:01:38+00:00,2054.61
2026-03-04T13:01:39+00:00,2054.61
2026-03-04T13:01:40+00:00,2054.6
2026-03-04T13:01:41+00:00,2054.53
2026-03-04T13:01:42+00:00,2054.54
2026-03-04T13:01:43+00:00,2054.23
2026-03-04T13:01:44+00:00,2054.23
2026-03-04T13:01:45+00:00,2054.61
2026-03-04T13:01:46+00:00,2054.6
2026-03-04T13:01:47+00:00,2054.84
2026-03-04T13:01:48+00:00,2054.58
2026-03-04T13:01:49+00:00,2054.59
2026-03-04T13:01:50+00:00,2054.59
2026-03-04T13:01:51+00:00,2054.95
2026-03-04T13:01:52+00:00,2054.95
2026-03-04T13:01:53+00:00,2054.99
2026-03-04T13:01:54+00:00,2055.0
2026-03-04T13:01:55+00:00,2055.5
2026-03-04T13:01:56+00:00,2055.64
2026-03-04T13:01:57+00:00,2056.13
2026-03-04T13:01:58+00:00,2057.0
2026-03-04T13:01:59+00:00,2057.2
2026-03-04T13:02:00+00:00,2057.77
2026-03-04T13:02:01+00:00,2058.54
2026-03-04T13:02:02+00:00,2056.86
2026-03-04T13:02:03+00:00,2056.39
2026-03-04T13:02:04+00:00,2056.25
2026-03-04T13:02:05+00:00,2056.44
2026-03-04T13:02:06+00:00,2056.36
2026-03-04T13:02:07+00:00,2056.14
2026-03-04T13:02:08+00:00,2055.78
2026-03-04T13:02:09+00:00,2055.26
2026-03-04T13:02:10+00:00,2055.09
2026-03-04T13:02:11+00:00,2054.67
2026-03-04T13:02:12+00:00,2054.68
2026-03-04T13:02:13+00:00,2054.69
2026-03-04T13:02:14+00:00,2054.26
2026-03-04T13:02:15+00:00,2054.73
2026-03-04T13:02:16+00:00,2054.67
2026-03-04T13:02:17+00:00,2054.68
2026-03-04T13:02:18+00:00,2054.73
2026-03-04T13:02:19+00:00,2054.27
2026-03-04T13:02:20+00:00,2054.21
2026-03-04T13:02:21+00:00,2054.33
2026-03-04T13:02:22+00:00,2054.21
2026-03-04T13:02:23+00:00,2053.91
2026-03-04T13:02:24+00:00,2053.65
2026-03-04T13:02:25+00:00,2053.82
2026-03-04T13:02:26+00:00,2054.74
2026-03-04T13:02:27+00:00,2054.96
2026-03-04T13:02:28+00:00,2055.15
2026-03-04T13:02:29+00:00,2054.86
2026-03-04T13:02:30+00:00,2054.87
2026-03-04T13:02:31+00:00,2054.87
2026-03-04T13:02:32+00:00,2054.86
2026-03-04T13:02:33+00:00,2054.87
2026-03-04T13:02:34+00:00,2054.87
2026-03-04T13:02:35+00:00,2054.87
2026-03-04T13:02:36+00:00,2055.2
2026-03-04T13:02:37+00:00,2055.34
2026-03-04T13:02:38+00:00,2055.33
2026-03-04T13:02:39+00:00,2055.3
2026-03-04T13:02:40+00:00,2054.68
2026-03-04T13:02:41+00:00,2054.68
2026-03-04T13:02:42+00:00,2054.25
2026-03-04T13:02:43+00:00,2054.35
2026-03-04T13:02:44+00:00,2054.45
2026-03-04T13:02:45+00:00,2054.44
2026-03-04T13:02:46+00:00,2054.53
2026-03-04T13:02:47+00:00,2054.68
2026-03-04T13:02:48+00:00,2054.68
2026-03-04T13:02:49+00:00,2054.83
2026-03-04T13:02:50+00:00,2055.07
2026-03-04T13:02:51+00:00,2055.08
2026-03-04T13:02:52+00:00,2055.09
2026-03-04T13:02:53+00:00,2055.27
2026-03-04T13:02:54+00:00,2055.08
2026-03-04T13:02:55+00:00,2055.08
2026-03-04T13:02:56+00:00,2055.21
2026-03-04T13:02:57+00:00,2054.69
2026-03-04T13:02:58+00:00,2054.35
2026-03-04T13:02:59+00:00,2054.36
2026-03-04T13:03:00+00:00,2054.16
2026-03-04T13:03:01+00:00,2054.29
2026-03-04T13:03:02+00:00,2054.29
2026-03-04T13:03:03+00:00,2054.56
2026-03-04T13:03:04+00:00,2054.74
2026-03-04T13:03:05+00:00,2055.0
2026-03-04T13:03:06+00:00,2055.0
2026-03-04T13:03:07+00:00,2055.0
2026-03-04T13:03:08+00:00,2055.0
2026-03-04T13:03:09+00:00,2055.0
2026-03-04T13:03:10+00:00,2055.0
2026-03-04T13:03:11+00:00,2054.99
2026-03-04T13:03:12+00:00,2055.0
2026-03-04T13:03:13+00:00,2054.99
2026-03-04T13:03:14+00:00,2054.99
2026-03-04T13:03:15+00:00,2055.0
2026-03-04T13:03:16+00:00,2054.89
2026-03-04T13:03:17+00:00,2054.88
2026-03-04T13:03:18+00:00,2054.88
2026-03-04T13:03:19+00:00,2054.88
2026-03-04T13:03:20+00:00,2054.88
2026-03-04T13:03:21+00:00,2054.88
2026-03-04T13:03:22+00:00,2054.89
2026-03-04T13:03:23+00:00,2054.6
2026-03-04T13:03:24+00:00,2054.6
2026-03-04T13:03:25+00:00,2054.28
2026-03-04T13:03:26+00:00,2054.28
2026-03-04T13:03:27+00:00,2054.2
2026-03-04T13:03:28+00:00,2054.01
2026-03-04T13:03:29+00:00,2054.0
2026-03-04T13:03:30+00:00,2054.01
2026-03-04T13:03:31+00:00,2054.01
2026-03-04T13:03:32+00:00,2054.0
2026-03-04T13:03:33+00:00,2054.17
2026-03-04T13:03:34+00:00,2054.28
2026-03-04T13:03:35+00:00,2054.76
2026-03-04T13:03:36+00:00,2054.76
2026-03-04T13:03:37+00:00,2054.75
2026-03-04T13:03:38+00:00,2054.75
2026-03-04T13:03:39+00:00,2054.75
2026-03-04T13:03:40+00:00,2054.75
2026-03-04T13:03:41+00:00,2054.76
2026-03-04T13:03:42+00:00,2054.76
2026-03-04T13:03:43+00:00,2054.78
2026-03-04T13:03:44+00:00,2054.79
2026-03-04T13:03:45+00:00,2054.99
2026-03-04T13:03:46+00:00,2055.73
2026-03-04T13:03:47+00:00,2055.46
2026-03-04T13:03:48+00:00,2055.46
2026-03-04T13:03:49+00:00,2055.46
2026-03-04T13:03:50+00:00,2055.46
2026-03-04T13:03:51+00:00,2055.46
2026-03-04T13:03:52+00:00,2055.46
2026-03-04T13:03:53+00:00,2055.46
2026-03-04T13:03:54+00:00,2055.46
2026-03-04T13:03:55+00:00,2055.46
2026-03-04T13:03:56+00:00,2055.46
2026-03-04T13:03:57+00:00,2055.46
2026-03-04T13:03:58+00:00,2055.46
2026-03-04T13:03:59+00:00,2055.45
2026-03-04T13:04:00+00:00,2055.46
2026-03-04T13:04:01+00:00,2055.45
2026-03-04T13:04:02+00:00,2055.45
2026-03-04T13:04:03+00:00,2055.46
2026-03-04T13:04:04+00:00,2055.68
2026-03-04T13:04:05+00:00,2055.66
2026-03-04T13:04:06+00:00,2055.45
2026-03-04T13:04:07+00:00,2055.46
2026-03-04T13:04:08+00:00,2055.45
2026-03-04T13:04:09+00:00,2055.81
2026-03-04T13:04:10+00:00,2055.68
2026-03-04T13:04:11+00:00,2055.63
2026-03-04T13:04:12+00:00,2055.67
2026-03-04T13:04:13+00:00,2055.46
2026-03-04T13:04:15+00:00,2055.02
2026-03-04T13:04:16+00:00,2055.03
2026-03-04T13:04:17+00:00,2055.03
2026-03-04T13:04:18+00:00,2055.22
2026-03-04T13:04:19+00:00,2055.23
2026-03-04T13:04:20+00:00,2055.44
2026-03-04T13:04:21+00:00,2055.67
2026-03-04T13:04:22+00:00,2055.94
2026-03-04T13:04:23+00:00,2057.05
2026-03-04T13:04:24+00:00,2056.84
2026-03-04T13:04:25+00:00,2057.07
2026-03-04T13:04:26+00:00,2057.08
2026-03-04T13:04:27+00:00,2057.13
2026-03-04T13:04:28+00:00,2057.12
2026-03-04T13:04:29+00:00,2057.04
2026-03-04T13:04:30+00:00,2056.96
2026-03-04T13:04:31+00:00,2056.82
2026-03-04T13:04:32+00:00,2056.33
2026-03-04T13:04:33+00:00,2057.1
2026-03-04T13:04:34+00:00,2057.2
2026-03-04T13:04:35+00:00,2057.58
2026-03-04T13:04:36+00:00,2057.73
2026-03-04T13:04:37+00:00,2057.73
2026-03-04T13:04:38+00:00,2057.84
2026-03-04T13:04:39+00:00,2057.84
2026-03-04T13:04:40+00:00,2057.81
2026-03-04T13:04:41+00:00,2057.84
2026-03-04T13:04:42+00:00,2057.84
2026-03-04T13:04:43+00:00,2057.64
2026-03-04T13:04:44+00:00,2057.29
2026-03-04T13:04:45+00:00,2057.29
2026-03-04T13:04:46+00:00,2057.29
2026-03-04T13:04:47+00:00,2056.76
2026-03-04T13:04:48+00:00,2056.65
2026-03-04T13:04:49+00:00,2056.65
2026-03-04T13:04:50+00:00,2056.47
2026-03-04T13:04:51+00:00,2056.47
2026-03-04T13:04:52+00:00,2056.52
2026-03-04T13:04:53+00:00,2056.53
2026-03-04T13:04:54+00:00,2056.47
2026-03-04T13:04:55+00:00,2056.47
2026-03-04T13:04:56+00:00,2056.47
2026-03-04T13:04:57+00:00,2056.52
2026-03-04T13:04:58+00:00,2056.13
2026-03-04T13:04:59+00:00,2055.74
2026-03-04T13:05:00+00:00,2055.67
2026-03-04T13:05:01+00:00,2055.45
2026-03-04T13:05:02+00:00,2055.57
2026-03-04T13:05:03+00:00,2055.69
2026-03-04T13:05:04+00:00,2056.05
2026-03-04T13:05:05+00:00,2056.27
2026-03-04T13:05:06+00:00,2056.28
2026-03-04T13:05:07+00:00,2056.29
2026-03-04T13:05:08+00:00,2056.27
2026-03-04T13:05:09+00:00,2056.27
2026-03-04T13:05:10+00:00,2056.26
2026-03-04T13:05:11+00:00,2056.42
2026-03-04T13:05:12+00:00,2056.32
2026-03-04T13:05:13+00:00,2055.25
2026-03-04T13:05:14+00:00,2055.26
2026-03-04T13:05:15+00:00,2055.31
2026-03-04T13:05:16+00:00,2055.39
2026-03-04T13:05:17+00:00,2055.39
2026-03-04T13:05:18+00:00,2055.57
2026-03-04T13:05:19+00:00,2055.67
2026-03-04T13:05:20+00:00,2055.67
2026-03-04T13:05:21+00:00,2055.67
2026-03-04T13:05:22+00:00,2055.74
2026-03-04T13:05:23+00:00,2055.99
2026-03-04T13:05:24+00:00,2055.38
2026-03-04T13:05:25+00:00,2055.38
2026-03-04T13:05:26+00:00,2055.38
2026-03-04T13:05:27+00:00,2055.39
2026-03-04T13:05:28+00:00,2055.96
2026-03-04T13:05:29+00:00,2055.98
2026-03-04T13:05:30+00:00,2055.98
2026-03-04T13:05:31+00:00,2055.96
2026-03-04T13:05:32+00:00,2055.95
2026-03-04T13:05:33+00:00,2056.1
2026-03-04T13:05:34+00:00,2056.31
2026-03-04T13:05:35+00:00,2056.31
2026-03-04T13:05:36+00:00,2056.32
2026-03-04T13:05:37+00:00,2056.31
2026-03-04T13:05:38+00:00,2056.32
2026-03-04T13:05:39+00:00,2056.35
2026-03-04T13:05:40+00:00,2056.36
2026-03-04T13:05:41+00:00,2056.36
2026-03-04T13:05:42+00:00,2056.36
2026-03-04T13:05:43+00:00,2056.55
2026-03-04T13:05:44+00:00,2057.1
2026-03-04T13:05:45+00:00,2056.57
2026-03-04T13:05:46+00:00,2056.38
2026-03-04T13:05:47+00:00,2056.16
2026-03-04T13:05:48+00:00,2056.48
2026-03-04T13:05:49+00:00,2056.48
2026-03-04T13:05:50+00:00,2056.48
2026-03-04T13:05:51+00:00,2056.28
2026-03-04T13:05:52+00:00,2056.35
2026-03-04T13:05:53+00:00,2056.35
2026-03-04T13:05:54+00:00,2056.35
2026-03-04T13:05:55+00:00,2056.35
2026-03-04T13:05:56+00:00,2056.36
2026-03-04T13:05:57+00:00,2056.35
2026-03-04T13:05:58+00:00,2056.49
2026-03-04T13:05:59+00:00,2056.49
2026-03-04T13:06:00+00:00,2056.49
2026-03-04T13:06:01+00:00,2056.88
2026-03-04T13:06:02+00:00,2057.19
2026-03-04T13:06:03+00:00,2057.19
2026-03-04T13:06:04+00:00,2057.4
2026-03-04T13:06:05+00:00,2057.4
2026-03-04T13:06:06+00:00,2057.9
2026-03-04T13:06:07+00:00,2057.9
2026-03-04T13:06:08+00:00,2057.62
2026-03-04T13:06:09+00:00,2057.62
2026-03-04T13:06:10+00:00,2057.63
2026-03-04T13:06:11+00:00,2057.63
2026-03-04T13:06:12+00:00,2057.63
2026-03-04T13:06:13+00:00,2057.84
2026-03-04T13:06:14+00:00,2057.9
2026-03-04T13:06:15+00:00,2057.89
2026-03-04T13:06:16+00:00,2057.9
2026-03-04T13:06:17+00:00,2058.15
2026-03-04T13:06:18+00:00,2058.8
2026-03-04T13:06:19+00:00,2059.08
2026-03-04T13:06:20+00:00,2060.03
2026-03-04T13:06:21+00:00,2059.65
2026-03-04T13:06:22+00:00,2059.23
2026-03-04T13:06:23+00:00,2059.24
2026-03-04T13:06:24+00:00,2059.45
2026-03-04T13:06:25+00:00,2059.79
2026-03-04T13:06:26+00:00,2060.09
2026-03-04T13:06:27+00:00,2060.07
2026-03-04T13:06:28+00:00,2059.96
2026-03-04T13:06:29+00:00,2059.96
2026-03-04T13:06:30+00:00,2059.96
2026-03-04T13:06:31+00:00,2059.96
2026-03-04T13:06:32+00:00,2060.18
2026-03-04T13:06:33+00:00,2060.47
2026-03-04T13:06:34+00:00,2060.18
2026-03-04T13:06:35+00:00,2059.77
2026-03-04T13:06:36+00:00,2059.98
2026-03-04T13:06:37+00:00,2060.13
2026-03-04T13:06:38+00:00,2060.48
2026-03-04T13:06:39+00:00,2061.55
2026-03-04T13:06:40+00:00,2061.09
2026-03-04T13:06:41+00:00,2061.64
2026-03-04T13:06:42+00:00,2061.7
2026-03-04T13:06:43+00:00,2061.88
2026-03-04T13:06:44+00:00,2062.35
2026-03-04T13:06:45+00:00,2062.88
2026-03-04T13:06:46+00:00,2063.57
2026-03-04T13:06:47+00:00,2063.56
2026-03-04T13:06:48+00:00,2063.92
2026-03-04T13:06:49+00:00,2063.57
2026-03-04T13:06:50+00:00,2063.21
2026-03-04T13:06:51+00:00,2063.31
2026-03-04T13:06:52+00:00,2063.5
2026-03-04T13:06:53+00:00,2063.8
2026-03-04T13:06:54+00:00,2063.48
2026-03-04T13:06:55+00:00,2063.48
2026-03-04T13:06:56+00:00,2063.46
2026-03-04T13:06:57+00:00,2063.79
2026-03-04T13:06:58+00:00,2063.83
2026-03-04T13:06:59+00:00,2064.1
2026-03-04T13:07:00+00:00,2064.17
2026-03-04T13:07:01+00:00,2064.18
2026-03-04T13:07:02+00:00,2064.28
2026-03-04T13:07:03+00:00,2064.71
2026-03-04T13:07:04+00:00,2064.34
2026-03-04T13:07:05+00:00,2064.18
2026-03-04T13:07:06+00:00,2064.19
2026-03-04T13:07:07+00:00,2064.09
2026-03-04T13:07:08+00:00,2063.93
2026-03-04T13:07:09+00:00,2063.7
2026-03-04T13:07:10+00:00,2063.91
2026-03-04T13:07:11+00:00,2064.08
2026-03-04T13:07:12+00:00,2064.43
2026-03-04T13:07:13+00:00,2064.54
2026-03-04T13:07:14+00:00,2064.55
2026-03-04T13:07:15+00:00,2064.4
2026-03-04T13:07:16+00:00,2064.41
2026-03-04T13:07:17+00:00,2064.4
2026-03-04T13:07:18+00:00,2064.07
2026-03-04T13:07:19+00:00,2064.35
2026-03-04T13:07:20+00:00,2064.11
2026-03-04T13:07:21+00:00,2063.82
2026-03-04T13:07:22+00:00,2063.79
2026-03-04T13:07:23+00:00,2063.79
2026-03-04T13:07:24+00:00,2063.78
2026-03-04T13:07:25+00:00,2063.44
2026-03-04T13:07:26+00:00,2063.23
2026-03-04T13:07:27+00:00,2062.94
2026-03-04T13:07:28+00:00,2062.37
2026-03-04T13:07:29+00:00,2062.37
2026-03-04T13:07:30+00:00,2062.37
2026-03-04T13:07:31+00:00,2063.0
2026-03-04T13:07:32+00:00,2062.79
2026-03-04T13:07:33+00:00,2063.21
2026-03-04T13:07:34+00:00,2063.17
2026-03-04T13:07:35+00:00,2063.16
2026-03-04T13:07:36+00:00,2063.16
2026-03-04T13:07:37+00:00,2063.0
2026-03-04T13:07:38+00:00,2064.05
2026-03-04T13:07:39+00:00,2064.35
2026-03-04T13:07:40+00:00,2064.21
2026-03-04T13:07:41+00:00,2064.21
2026-03-04T13:07:42+00:00,2064.21
2026-03-04T13:07:43+00:00,2064.69
2026-03-04T13:07:44+00:00,2064.69
2026-03-04T13:07:45+00:00,2064.69
2026-03-04T13:07:46+00:00,2064.75
2026-03-04T13:07:47+00:00,2064.76
2026-03-04T13:07:48+00:00,2064.76
2026-03-04T13:07:49+00:00,2064.76
2026-03-04T13:07:50+00:00,2064.69
2026-03-04T13:07:51+00:00,2065.33
2026-03-04T13:07:52+00:00,2064.96
2026-03-04T13:07:53+00:00,2065.05
2026-03-04T13:07:54+00:00,2065.35
2026-03-04T13:07:55+00:00,2065.58
2026-03-04T13:07:56+00:00,2065.39
2026-03-04T13:07:57+00:00,2065.39
2026-03-04T13:07:58+00:00,2065.39
2026-03-04T13:07:59+00:00,2065.17
2026-03-04T13:08:00+00:00,2065.18
2026-03-04T13:08:01+00:00,2065.69
2026-03-04T13:08:02+00:00,2065.56
2026-03-04T13:08:03+00:00,2065.11
2026-03-04T13:08:04+00:00,2065.11
2026-03-04T13:08:05+00:00,2065.11
2026-03-04T13:08:06+00:00,2065.11
2026-03-04T13:08:07+00:00,2064.97
2026-03-04T13:08:08+00:00,2064.95
2026-03-04T13:08:09+00:00,2064.94
2026-03-04T13:08:10+00:00,2065.13
2026-03-04T13:08:11+00:00,2065.13
2026-03-04T13:08:12+00:00,2066.19
2026-03-04T13:08:13+00:00,2066.41
2026-03-04T13:08:14+00:00,2066.72
2026-03-04T13:08:15+00:00,2066.4
2026-03-04T13:08:16+00:00,2066.51
2026-03-04T13:08:17+00:00,2066.3
2026-03-04T13:08:18+00:00,2066.27
2026-03-04T13:08:19+00:00,2066.5
2026-03-04T13:08:20+00:00,2066.49
2026-03-04T13:08:21+00:00,2066.57
2026-03-04T13:08:22+00:00,2067.45
2026-03-04T13:08:23+00:00,2067.48
2026-03-04T13:08:24+00:00,2067.49
2026-03-04T13:08:25+00:00,2067.39
2026-03-04T13:08:26+00:00,2067.31
2026-03-04T13:08:27+00:00,2067.16
2026-03-04T13:08:28+00:00,2067.06
2026-03-04T13:08:29+00:00,2067.13
2026-03-04T13:08:30+00:00,2067.29
2026-03-04T13:08:31+00:00,2066.81
2026-03-04T13:08:32+00:00,2066.87
2026-03-04T13:08:33+00:00,2067.53
2026-03-04T13:08:34+00:00,2067.15
2026-03-04T13:08:35+00:00,2067.15
2026-03-04T13:08:36+00:00,2066.88
2026-03-04T13:08:37+00:00,2066.7
2026-03-04T13:08:38+00:00,2067.08
2026-03-04T13:08:39+00:00,2067.67
2026-03-04T13:08:40+00:00,2067.77
2026-03-04T13:08:41+00:00,2068.06
2026-03-04T13:08:42+00:00,2067.75
2026-03-04T13:08:43+00:00,2067.92
2026-03-04T13:08:44+00:00,2067.91
2026-03-04T13:08:45+00:00,2067.92
2026-03-04T13:08:46+00:00,2067.92
2026-03-04T13:08:47+00:00,2068.36
2026-03-04T13:08:48+00:00,2067.93
2026-03-04T13:08:49+00:00,2068.24
2026-03-04T13:08:50+00:00,2068.23
2026-03-04T13:08:52+00:00,2068.52
2026-03-04T13:08:53+00:00,2068.44
2026-03-04T13:08:54+00:00,2067.68
2026-03-04T13:08:55+00:00,2067.68
2026-03-04T13:08:56+00:00,2067.67
2026-03-04T13:08:57+00:00,2067.92
2026-03-04T13:08:58+00:00,2068.07
2026-03-04T13:08:59+00:00,2068.07
2026-03-04T13:09:00+00:00,2068.11
2026-03-04T13:09:01+00:00,2067.67
2026-03-04T13:09:02+00:00,2067.19
2026-03-04T13:09:03+00:00,2067.2
2026-03-04T13:09:04+00:00,2066.39
2026-03-04T13:09:05+00:00,2066.38
2026-03-04T13:09:06+00:00,2066.18
2026-03-04T13:09:07+00:00,2066.18
2026-03-04T13:09:08+00:00,2066.19
2026-03-04T13:09:09+00:00,2066.05
2026-03-04T13:09:10+00:00,2066.38
2026-03-04T13:09:11+00:00,2066.37
2026-03-04T13:09:12+00:00,2066.94
2026-03-04T13:09:13+00:00,2067.14
2026-03-04T13:09:14+00:00,2067.18
2026-03-04T13:09:15+00:00,2066.98
2026-03-04T13:09:16+00:00,2066.94
2026-03-04T13:09:17+00:00,2066.94
2026-03-04T13:09:18+00:00,2067.0
2026-03-04T13:09:19+00:00,2067.01
2026-03-04T13:09:20+00:00,2067.1
2026-03-04T13:09:21+00:00,2066.95
2026-03-04T13:09:22+00:00,2066.95
2026-03-04T13:09:23+00:00,2066.95
2026-03-04T13:09:24+00:00,2066.95
2026-03-04T13:09:25+00:00,2066.71
2026-03-04T13:09:26+00:00,2067.08
2026-03-04T13:09:27+00:00,2066.8
2026-03-04T13:09:28+00:00,2067.0
2026-03-04T13:09:29+00:00,2067.04
2026-03-04T13:09:30+00:00,2066.91
2026-03-04T13:09:31+00:00,2066.62
2026-03-04T13:09:32+00:00,2066.52
2026-03-04T13:09:33+00:00,2066.52
2026-03-04T13:09:34+00:00,2066.39
2026-03-04T13:09:35+00:00,2066.52
2026-03-04T13:09:36+00:00,2066.38
2026-03-04T13:09:37+00:00,2065.17
2026-03-04T13:09:38+00:00,2065.32
2026-03-04T13:09:39+00:00,2065.64
2026-03-04T13:09:40+00:00,2065.58
2026-03-04T13:09:41+00:00,2065.14
2026-03-04T13:09:42+00:00,2064.97
2026-03-04T13:09:43+00:00,2065.12
2026-03-04T13:09:44+00:00,2065.13
2026-03-04T13:09:45+00:00,2064.99
2026-03-04T13:09:46+00:00,2065.12
2026-03-04T13:09:47+00:00,2065.13
2026-03-04T13:09:48+00:00,2065.13
2026-03-04T13:09:49+00:00,2065.13
2026-03-04T13:09:50+00:00,2065.12
2026-03-04T13:09:51+00:00,2065.13
2026-03-04T13:09:52+00:00,2065.38
2026-03-04T13:09:53+00:00,2065.12
2026-03-04T13:09:54+00:00,2064.92
2026-03-04T13:09:55+00:00,2064.44
2026-03-04T13:09:56+00:00,2065.03
2026-03-04T13:09:57+00:00,2065.04
2026-03-04T13:09:58+00:00,2065.38
2026-03-04T13:09:59+00:00,2065.7
2026-03-04T13:10:00+00:00,2065.7
2026-03-04T13:10:01+00:00,2066.12
2026-03-04T13:10:02+00:00,2066.19
2026-03-04T13:10:03+00:00,2066.53
2026-03-04T13:10:04+00:00,2066.73
2026-03-04T13:10:05+00:00,2066.41
2026-03-04T13:10:06+00:00,2066.63
2026-03-04T13:10:08+00:00,2067.18
2026-03-04T13:10:09+00:00,2067.18
2026-03-04T13:10:10+00:00,2066.63
2026-03-04T13:10:11+00:00,2066.46
2026-03-04T13:10:12+00:00,2066.19
2026-03-04T13:10:13+00:00,2066.2
2026-03-04T13:10:14+00:00,2066.2
2026-03-04T13:10:15+00:00,2066.2
2026-03-04T13:10:16+00:00,2066.05
2026-03-04T13:10:17+00:00,2066.04
2026-03-04T13:10:18+00:00,2066.43
2026-03-04T13:10:19+00:00,2066.43
2026-03-04T13:10:20+00:00,2066.8
2026-03-04T13:10:21+00:00,2066.87
2026-03-04T13:10:22+00:00,2066.99
2026-03-04T13:10:23+00:00,2067.28
2026-03-04T13:10:24+00:00,2067.28
2026-03-04T13:10:25+00:00,2067.29
2026-03-04T13:10:26+00:00,2067.29
2026-03-04T13:10:27+00:00,2067.47
2026-03-04T13:10:28+00:00,2067.72
2026-03-04T13:10:29+00:00,2067.97
2026-03-04T13:10:30+00:00,2068.0
2026-03-04T13:10:31+00:00,2067.66
2026-03-04T13:10:32+00:00,2067.81
2026-03-04T13:10:33+00:00,2067.81
2026-03-04T13:10:34+00:00,2067.19
2026-03-04T13:10:35+00:00,2066.8
2026-03-04T13:10:36+00:00,2067.01
2026-03-04T13:10:37+00:00,2066.66
2026-03-04T13:10:38+00:00,2066.2
2026-03-04T13:10:39+00:00,2066.05
2026-03-04T13:10:40+00:00,2065.86
2026-03-04T13:10:41+00:00,2065.71
2026-03-04T13:10:42+00:00,2065.37
